,longitude,latitude,Date,Temperature,station_name,EnergyConsumption,DayNumber,WeekNumber,MonthNumber,MonthName
7983,-66.120000,44.270000,2023-04-03 15:00:00,,SAULNIERVILLE,1227.5700000000002,3,15,4,April
6544,-67.830000,47.160000,2023-04-03 16:00:00,,ST LEONARD CS,1194.85,3,15,4,April
7264,-66.610000,45.920000,2023-04-03 16:00:00,4.20,FREDERICTON CDA CS,1194.85,3,15,4,April
7984,-66.120000,44.270000,2023-04-03 16:00:00,,SAULNIERVILLE,1194.85,3,15,4,April
6545,-67.830000,47.160000,2023-04-03 17:00:00,,ST LEONARD CS,1132.78,3,15,4,April
7265,-66.610000,45.920000,2023-04-03 17:00:00,3.10,FREDERICTON CDA CS,1132.78,3,15,4,April
7985,-66.120000,44.270000,2023-04-03 17:00:00,,SAULNIERVILLE,1132.78,3,15,4,April
6546,-67.830000,47.160000,2023-04-03 18:00:00,,ST LEONARD CS,1074.0700000000002,3,15,4,April
7266,-66.610000,45.920000,2023-04-03 18:00:00,2.50,FREDERICTON CDA CS,1074.0700000000002,3,15,4,April
7986,-66.120000,44.270000,2023-04-03 18:00:00,,SAULNIERVILLE,1074.0700000000002,3,15,4,April
6547,-67.830000,47.160000,2023-04-03 19:00:00,,ST LEONARD CS,980.23,3,15,4,April
7267,-66.610000,45.920000,2023-04-03 19:00:00,1.30,FREDERICTON CDA CS,980.23,3,15,4,April
7987,-66.120000,44.270000,2023-04-03 19:00:00,,SAULNIERVILLE,980.23,3,15,4,April
6548,-67.830000,47.160000,2023-04-03 20:00:00,,ST LEONARD CS,957.13,3,15,4,April
7268,-66.610000,45.920000,2023-04-03 20:00:00,0.70,FREDERICTON CDA CS,957.13,3,15,4,April
7988,-66.120000,44.270000,2023-04-03 20:00:00,,SAULNIERVILLE,957.13,3,15,4,April
6549,-67.830000,47.160000,2023-04-03 21:00:00,,ST LEONARD CS,766.09,3,15,4,April
7269,-66.610000,45.920000,2023-04-03 21:00:00,0.40,FREDERICTON CDA CS,766.09,3,15,4,April
7989,-66.120000,44.270000,2023-04-03 21:00:00,,SAULNIERVILLE,766.09,3,15,4,April
6550,-67.830000,47.160000,2023-04-03 22:00:00,,ST LEONARD CS,708.8199999999999,3,15,4,April
7270,-66.610000,45.920000,2023-04-03 22:00:00,0.10,FREDERICTON CDA CS,708.8199999999999,3,15,4,April
7990,-66.120000,44.270000,2023-04-03 22:00:00,,SAULNIERVILLE,708.8199999999999,3,15,4,April
6551,-67.830000,47.160000,2023-04-03 23:00:00,,ST LEONARD CS,698.73,3,15,4,April
7271,-66.610000,45.920000,2023-04-03 23:00:00,-0.10,FREDERICTON CDA CS,698.73,3,15,4,April
7991,-66.120000,44.270000,2023-04-03 23:00:00,,SAULNIERVILLE,698.73,3,15,4,April
6552,-67.830000,47.160000,2023-04-04 00:00:00,,ST LEONARD CS,669.85,4,15,4,April
7272,-66.610000,45.920000,2023-04-04 00:00:00,2.10,FREDERICTON CDA CS,669.85,4,15,4,April
7992,-66.120000,44.270000,2023-04-04 00:00:00,,SAULNIERVILLE,669.85,4,15,4,April
6553,-67.830000,47.160000,2023-04-04 01:00:00,,ST LEONARD CS,632.3199999999999,4,15,4,April
7273,-66.610000,45.920000,2023-04-04 01:00:00,2.40,FREDERICTON CDA CS,632.3199999999999,4,15,4,April
7993,-66.120000,44.270000,2023-04-04 01:00:00,,SAULNIERVILLE,632.3199999999999,4,15,4,April
6554,-67.830000,47.160000,2023-04-04 02:00:00,,ST LEONARD CS,628.46,4,15,4,April
7274,-66.610000,45.920000,2023-04-04 02:00:00,1.80,FREDERICTON CDA CS,628.46,4,15,4,April
7994,-66.120000,44.270000,2023-04-04 02:00:00,,SAULNIERVILLE,628.46,4,15,4,April
6555,-67.830000,47.160000,2023-04-04 03:00:00,,ST LEONARD CS,623.65,4,15,4,April
7275,-66.610000,45.920000,2023-04-04 03:00:00,1.40,FREDERICTON CDA CS,623.65,4,15,4,April
7995,-66.120000,44.270000,2023-04-04 03:00:00,,SAULNIERVILLE,623.65,4,15,4,April
6556,-67.830000,47.160000,2023-04-04 04:00:00,,ST LEONARD CS,625.1,4,15,4,April
7276,-66.610000,45.920000,2023-04-04 04:00:00,0.30,FREDERICTON CDA CS,625.1,4,15,4,April
7996,-66.120000,44.270000,2023-04-04 04:00:00,,SAULNIERVILLE,625.1,4,15,4,April
6557,-67.830000,47.160000,2023-04-04 05:00:00,,ST LEONARD CS,696.79,4,15,4,April
7277,-66.610000,45.920000,2023-04-04 05:00:00,0.50,FREDERICTON CDA CS,696.79,4,15,4,April
7997,-66.120000,44.270000,2023-04-04 05:00:00,,SAULNIERVILLE,696.79,4,15,4,April
6558,-67.830000,47.160000,2023-04-04 06:00:00,,ST LEONARD CS,1071.18,4,15,4,April
7278,-66.610000,45.920000,2023-04-04 06:00:00,-1.70,FREDERICTON CDA CS,1071.18,4,15,4,April
7998,-66.120000,44.270000,2023-04-04 06:00:00,,SAULNIERVILLE,1071.18,4,15,4,April
6559,-67.830000,47.160000,2023-04-04 07:00:00,,ST LEONARD CS,1140.0,4,15,4,April
7279,-66.610000,45.920000,2023-04-04 07:00:00,1.10,FREDERICTON CDA CS,1140.0,4,15,4,April
7999,-66.120000,44.270000,2023-04-04 07:00:00,,SAULNIERVILLE,1140.0,4,15,4,April
6560,-67.830000,47.160000,2023-04-04 08:00:00,,ST LEONARD CS,1236.23,4,15,4,April
7280,-66.610000,45.920000,2023-04-04 08:00:00,1.30,FREDERICTON CDA CS,1236.23,4,15,4,April
8000,-66.120000,44.270000,2023-04-04 08:00:00,,SAULNIERVILLE,1236.23,4,15,4,April
6561,-67.830000,47.160000,2023-04-04 09:00:00,,ST LEONARD CS,1302.6399999999999,4,15,4,April
7281,-66.610000,45.920000,2023-04-04 09:00:00,4.30,FREDERICTON CDA CS,1302.6399999999999,4,15,4,April
8001,-66.120000,44.270000,2023-04-04 09:00:00,,SAULNIERVILLE,1302.6399999999999,4,15,4,April
6562,-67.830000,47.160000,2023-04-04 10:00:00,,ST LEONARD CS,1323.33,4,15,4,April
7282,-66.610000,45.920000,2023-04-04 10:00:00,7.00,FREDERICTON CDA CS,1323.33,4,15,4,April
8002,-66.120000,44.270000,2023-04-04 10:00:00,,SAULNIERVILLE,1323.33,4,15,4,April
6563,-67.830000,47.160000,2023-04-04 11:00:00,,ST LEONARD CS,1289.16,4,15,4,April
7283,-66.610000,45.920000,2023-04-04 11:00:00,9.10,FREDERICTON CDA CS,1289.16,4,15,4,April
8003,-66.120000,44.270000,2023-04-04 11:00:00,,SAULNIERVILLE,1289.16,4,15,4,April
6564,-67.830000,47.160000,2023-04-04 12:00:00,,ST LEONARD CS,1328.15,4,15,4,April
7284,-66.610000,45.920000,2023-04-04 12:00:00,9.70,FREDERICTON CDA CS,1328.15,4,15,4,April
8004,-66.120000,44.270000,2023-04-04 12:00:00,,SAULNIERVILLE,1328.15,4,15,4,April
6565,-67.830000,47.160000,2023-04-04 13:00:00,,ST LEONARD CS,1301.68,4,15,4,April
7285,-66.610000,45.920000,2023-04-04 13:00:00,9.90,FREDERICTON CDA CS,1301.68,4,15,4,April
8005,-66.120000,44.270000,2023-04-04 13:00:00,,SAULNIERVILLE,1301.68,4,15,4,April
6566,-67.830000,47.160000,2023-04-04 14:00:00,,ST LEONARD CS,1269.92,4,15,4,April
7286,-66.610000,45.920000,2023-04-04 14:00:00,10.90,FREDERICTON CDA CS,1269.92,4,15,4,April
8006,-66.120000,44.270000,2023-04-04 14:00:00,,SAULNIERVILLE,1269.92,4,15,4,April
6567,-67.830000,47.160000,2023-04-04 15:00:00,,ST LEONARD CS,1291.09,4,15,4,April
7287,-66.610000,45.920000,2023-04-04 15:00:00,10.70,FREDERICTON CDA CS,1291.09,4,15,4,April
8007,-66.120000,44.270000,2023-04-04 15:00:00,,SAULNIERVILLE,1291.09,4,15,4,April
6568,-67.830000,47.160000,2023-04-04 16:00:00,,ST LEONARD CS,1229.02,4,15,4,April
7288,-66.610000,45.920000,2023-04-04 16:00:00,10.50,FREDERICTON CDA CS,1229.02,4,15,4,April
8008,-66.120000,44.270000,2023-04-04 16:00:00,,SAULNIERVILLE,1229.02,4,15,4,April
6569,-67.830000,47.160000,2023-04-04 17:00:00,,ST LEONARD CS,1151.54,4,15,4,April
7289,-66.610000,45.920000,2023-04-04 17:00:00,10.10,FREDERICTON CDA CS,1151.54,4,15,4,April
8009,-66.120000,44.270000,2023-04-04 17:00:00,,SAULNIERVILLE,1151.54,4,15,4,April
6570,-67.830000,47.160000,2023-04-04 18:00:00,,ST LEONARD CS,1096.68,4,15,4,April
7290,-66.610000,45.920000,2023-04-04 18:00:00,9.50,FREDERICTON CDA CS,1096.68,4,15,4,April
8010,-66.120000,44.270000,2023-04-04 18:00:00,,SAULNIERVILLE,1096.68,4,15,4,April
6571,-67.830000,47.160000,2023-04-04 19:00:00,,ST LEONARD CS,1009.1,4,15,4,April
7291,-66.610000,45.920000,2023-04-04 19:00:00,7.80,FREDERICTON CDA CS,1009.1,4,15,4,April
8011,-66.120000,44.270000,2023-04-04 19:00:00,,SAULNIERVILLE,1009.1,4,15,4,April
6572,-67.830000,47.160000,2023-04-04 20:00:00,,ST LEONARD CS,992.74,4,15,4,April
7292,-66.610000,45.920000,2023-04-04 20:00:00,5.80,FREDERICTON CDA CS,992.74,4,15,4,April
8012,-66.120000,44.270000,2023-04-04 20:00:00,,SAULNIERVILLE,992.74,4,15,4,April
6573,-67.830000,47.160000,2023-04-04 21:00:00,,ST LEONARD CS,820.9399999999999,4,15,4,April
7293,-66.610000,45.920000,2023-04-04 21:00:00,4.60,FREDERICTON CDA CS,820.9399999999999,4,15,4,April
8013,-66.120000,44.270000,2023-04-04 21:00:00,,SAULNIERVILLE,820.9399999999999,4,15,4,April
6574,-67.830000,47.160000,2023-04-04 22:00:00,,ST LEONARD CS,732.88,4,15,4,April
7294,-66.610000,45.920000,2023-04-04 22:00:00,4.10,FREDERICTON CDA CS,732.88,4,15,4,April
8014,-66.120000,44.270000,2023-04-04 22:00:00,,SAULNIERVILLE,732.88,4,15,4,April
6575,-67.830000,47.160000,2023-04-04 23:00:00,,ST LEONARD CS,720.37,4,15,4,April
7295,-66.610000,45.920000,2023-04-04 23:00:00,2.20,FREDERICTON CDA CS,720.37,4,15,4,April
8015,-66.120000,44.270000,2023-04-04 23:00:00,,SAULNIERVILLE,720.37,4,15,4,April
6576,-67.830000,47.160000,2023-04-05 00:00:00,,ST LEONARD CS,681.88,5,15,4,April
7296,-66.610000,45.920000,2023-04-05 00:00:00,0.70,FREDERICTON CDA CS,681.88,5,15,4,April
8016,-66.120000,44.270000,2023-04-05 00:00:00,,SAULNIERVILLE,681.88,5,15,4,April
6577,-67.830000,47.160000,2023-04-05 01:00:00,,ST LEONARD CS,607.29,5,15,4,April
7297,-66.610000,45.920000,2023-04-05 01:00:00,-0.30,FREDERICTON CDA CS,607.29,5,15,4,April
8017,-66.120000,44.270000,2023-04-05 01:00:00,,SAULNIERVILLE,607.29,5,15,4,April
6578,-67.830000,47.160000,2023-04-05 02:00:00,,ST LEONARD CS,620.29,5,15,4,April
7298,-66.610000,45.920000,2023-04-05 02:00:00,-1.20,FREDERICTON CDA CS,620.29,5,15,4,April
8018,-66.120000,44.270000,2023-04-05 02:00:00,,SAULNIERVILLE,620.29,5,15,4,April
6579,-67.830000,47.160000,2023-04-05 03:00:00,,ST LEONARD CS,606.3399999999999,5,15,4,April
7299,-66.610000,45.920000,2023-04-05 03:00:00,-1.70,FREDERICTON CDA CS,606.3399999999999,5,15,4,April
8019,-66.120000,44.270000,2023-04-05 03:00:00,,SAULNIERVILLE,606.3399999999999,5,15,4,April
6580,-67.830000,47.160000,2023-04-05 04:00:00,,ST LEONARD CS,611.15,5,15,4,April
7300,-66.610000,45.920000,2023-04-05 04:00:00,-2.30,FREDERICTON CDA CS,611.15,5,15,4,April
8020,-66.120000,44.270000,2023-04-05 04:00:00,,SAULNIERVILLE,611.15,5,15,4,April
6581,-67.830000,47.160000,2023-04-05 05:00:00,,ST LEONARD CS,703.54,5,15,4,April
7301,-66.610000,45.920000,2023-04-05 05:00:00,-2.60,FREDERICTON CDA CS,703.54,5,15,4,April
8021,-66.120000,44.270000,2023-04-05 05:00:00,,SAULNIERVILLE,703.54,5,15,4,April
6582,-67.830000,47.160000,2023-04-05 06:00:00,,ST LEONARD CS,1155.88,5,15,4,April
7302,-66.610000,45.920000,2023-04-05 06:00:00,-3.30,FREDERICTON CDA CS,1155.88,5,15,4,April
8022,-66.120000,44.270000,2023-04-05 06:00:00,,SAULNIERVILLE,1155.88,5,15,4,April
6583,-67.830000,47.160000,2023-04-05 07:00:00,,ST LEONARD CS,1352.69,5,15,4,April
7303,-66.610000,45.920000,2023-04-05 07:00:00,-3.30,FREDERICTON CDA CS,1352.69,5,15,4,April
8023,-66.120000,44.270000,2023-04-05 07:00:00,,SAULNIERVILLE,1352.69,5,15,4,April
6584,-67.830000,47.160000,2023-04-05 08:00:00,,ST LEONARD CS,1465.78,5,15,4,April
7304,-66.610000,45.920000,2023-04-05 08:00:00,-3.00,FREDERICTON CDA CS,1465.78,5,15,4,April
8024,-66.120000,44.270000,2023-04-05 08:00:00,,SAULNIERVILLE,1465.78,5,15,4,April
6585,-67.830000,47.160000,2023-04-05 09:00:00,,ST LEONARD CS,1549.98,5,15,4,April
7305,-66.610000,45.920000,2023-04-05 09:00:00,-2.20,FREDERICTON CDA CS,1549.98,5,15,4,April
8025,-66.120000,44.270000,2023-04-05 09:00:00,,SAULNIERVILLE,1549.98,5,15,4,April
6586,-67.830000,47.160000,2023-04-05 10:00:00,,ST LEONARD CS,1587.04,5,15,4,April
7306,-66.610000,45.920000,2023-04-05 10:00:00,-1.30,FREDERICTON CDA CS,1587.04,5,15,4,April
8026,-66.120000,44.270000,2023-04-05 10:00:00,,SAULNIERVILLE,1587.04,5,15,4,April
6587,-67.830000,47.160000,2023-04-05 11:00:00,,ST LEONARD CS,1601.96,5,15,4,April
7307,-66.610000,45.920000,2023-04-05 11:00:00,-0.10,FREDERICTON CDA CS,1601.96,5,15,4,April
8027,-66.120000,44.270000,2023-04-05 11:00:00,,SAULNIERVILLE,1601.96,5,15,4,April
6588,-67.830000,47.160000,2023-04-05 12:00:00,,ST LEONARD CS,1575.01,5,15,4,April
7308,-66.610000,45.920000,2023-04-05 12:00:00,1.40,FREDERICTON CDA CS,1575.01,5,15,4,April
8028,-66.120000,44.270000,2023-04-05 12:00:00,,SAULNIERVILLE,1575.01,5,15,4,April
6589,-67.830000,47.160000,2023-04-05 13:00:00,,ST LEONARD CS,1542.76,5,15,4,April
7309,-66.610000,45.920000,2023-04-05 13:00:00,2.70,FREDERICTON CDA CS,1542.76,5,15,4,April
8029,-66.120000,44.270000,2023-04-05 13:00:00,,SAULNIERVILLE,1542.76,5,15,4,April
6590,-67.830000,47.160000,2023-04-05 14:00:00,,ST LEONARD CS,1543.73,5,15,4,April
7310,-66.610000,45.920000,2023-04-05 14:00:00,2.90,FREDERICTON CDA CS,1543.73,5,15,4,April
8030,-66.120000,44.270000,2023-04-05 14:00:00,,SAULNIERVILLE,1543.73,5,15,4,April
6591,-67.830000,47.160000,2023-04-05 15:00:00,,ST LEONARD CS,1421.98,5,15,4,April
7311,-66.610000,45.920000,2023-04-05 15:00:00,3.00,FREDERICTON CDA CS,1421.98,5,15,4,April
8031,-66.120000,44.270000,2023-04-05 15:00:00,,SAULNIERVILLE,1421.98,5,15,4,April
6592,-67.830000,47.160000,2023-04-05 16:00:00,,ST LEONARD CS,1236.71,5,15,4,April
7312,-66.610000,45.920000,2023-04-05 16:00:00,2.50,FREDERICTON CDA CS,1236.71,5,15,4,April
8032,-66.120000,44.270000,2023-04-05 16:00:00,,SAULNIERVILLE,1236.71,5,15,4,April
6593,-67.830000,47.160000,2023-04-05 17:00:00,,ST LEONARD CS,1140.47,5,15,4,April
7313,-66.610000,45.920000,2023-04-05 17:00:00,1.50,FREDERICTON CDA CS,1140.47,5,15,4,April
8033,-66.120000,44.270000,2023-04-05 17:00:00,,SAULNIERVILLE,1140.47,5,15,4,April
6594,-67.830000,47.160000,2023-04-05 18:00:00,,ST LEONARD CS,1065.8899999999999,5,15,4,April
7314,-66.610000,45.920000,2023-04-05 18:00:00,-1.00,FREDERICTON CDA CS,1065.8899999999999,5,15,4,April
8034,-66.120000,44.270000,2023-04-05 18:00:00,,SAULNIERVILLE,1065.8899999999999,5,15,4,April
6595,-67.830000,47.160000,2023-04-05 19:00:00,,ST LEONARD CS,984.56,5,15,4,April
7315,-66.610000,45.920000,2023-04-05 19:00:00,-1.00,FREDERICTON CDA CS,984.56,5,15,4,April
8035,-66.120000,44.270000,2023-04-05 19:00:00,,SAULNIERVILLE,984.56,5,15,4,April
6596,-67.830000,47.160000,2023-04-05 20:00:00,,ST LEONARD CS,965.3100000000001,5,15,4,April
7316,-66.610000,45.920000,2023-04-05 20:00:00,-0.90,FREDERICTON CDA CS,965.3100000000001,5,15,4,April
8036,-66.120000,44.270000,2023-04-05 20:00:00,,SAULNIERVILLE,965.3100000000001,5,15,4,April
6597,-67.830000,47.160000,2023-04-05 21:00:00,,ST LEONARD CS,787.75,5,15,4,April
7317,-66.610000,45.920000,2023-04-05 21:00:00,-1.10,FREDERICTON CDA CS,787.75,5,15,4,April
8037,-66.120000,44.270000,2023-04-05 21:00:00,,SAULNIERVILLE,787.75,5,15,4,April
6598,-67.830000,47.160000,2023-04-05 22:00:00,,ST LEONARD CS,718.9300000000001,5,15,4,April
7318,-66.610000,45.920000,2023-04-05 22:00:00,-1.20,FREDERICTON CDA CS,718.9300000000001,5,15,4,April
8038,-66.120000,44.270000,2023-04-05 22:00:00,,SAULNIERVILLE,718.9300000000001,5,15,4,April
6599,-67.830000,47.160000,2023-04-05 23:00:00,,ST LEONARD CS,709.31,5,15,4,April
7319,-66.610000,45.920000,2023-04-05 23:00:00,-1.20,FREDERICTON CDA CS,709.31,5,15,4,April
8039,-66.120000,44.270000,2023-04-05 23:00:00,,SAULNIERVILLE,709.31,5,15,4,April
6600,-67.830000,47.160000,2023-04-06 00:00:00,,ST LEONARD CS,651.07,6,15,4,April
7320,-66.610000,45.920000,2023-04-06 00:00:00,-1.20,FREDERICTON CDA CS,651.07,6,15,4,April
8040,-66.120000,44.270000,2023-04-06 00:00:00,,SAULNIERVILLE,651.07,6,15,4,April
6601,-67.830000,47.160000,2023-04-06 01:00:00,,ST LEONARD CS,570.24,6,15,4,April
7321,-66.610000,45.920000,2023-04-06 01:00:00,-0.70,FREDERICTON CDA CS,570.24,6,15,4,April
8041,-66.120000,44.270000,2023-04-06 01:00:00,,SAULNIERVILLE,570.24,6,15,4,April
6602,-67.830000,47.160000,2023-04-06 02:00:00,,ST LEONARD CS,573.12,6,15,4,April
7322,-66.610000,45.920000,2023-04-06 02:00:00,-0.40,FREDERICTON CDA CS,573.12,6,15,4,April
8042,-66.120000,44.270000,2023-04-06 02:00:00,,SAULNIERVILLE,573.12,6,15,4,April
6603,-67.830000,47.160000,2023-04-06 03:00:00,,ST LEONARD CS,568.8,6,15,4,April
7323,-66.610000,45.920000,2023-04-06 03:00:00,-0.40,FREDERICTON CDA CS,568.8,6,15,4,April
8043,-66.120000,44.270000,2023-04-06 03:00:00,,SAULNIERVILLE,568.8,6,15,4,April
6604,-67.830000,47.160000,2023-04-06 04:00:00,,ST LEONARD CS,590.45,6,15,4,April
7324,-66.610000,45.920000,2023-04-06 04:00:00,-0.20,FREDERICTON CDA CS,590.45,6,15,4,April
8044,-66.120000,44.270000,2023-04-06 04:00:00,,SAULNIERVILLE,590.45,6,15,4,April
6605,-67.830000,47.160000,2023-04-06 05:00:00,,ST LEONARD CS,682.85,6,15,4,April
7325,-66.610000,45.920000,2023-04-06 05:00:00,-0.20,FREDERICTON CDA CS,682.85,6,15,4,April
8045,-66.120000,44.270000,2023-04-06 05:00:00,,SAULNIERVILLE,682.85,6,15,4,April
6606,-67.830000,47.160000,2023-04-06 06:00:00,,ST LEONARD CS,1037.98,6,15,4,April
7326,-66.610000,45.920000,2023-04-06 06:00:00,-0.30,FREDERICTON CDA CS,1037.98,6,15,4,April
8046,-66.120000,44.270000,2023-04-06 06:00:00,,SAULNIERVILLE,1037.98,6,15,4,April
6607,-67.830000,47.160000,2023-04-06 07:00:00,,ST LEONARD CS,1092.35,6,15,4,April
7327,-66.610000,45.920000,2023-04-06 07:00:00,-0.30,FREDERICTON CDA CS,1092.35,6,15,4,April
8047,-66.120000,44.270000,2023-04-06 07:00:00,,SAULNIERVILLE,1092.35,6,15,4,April
6608,-67.830000,47.160000,2023-04-06 08:00:00,,ST LEONARD CS,1188.6,6,15,4,April
7328,-66.610000,45.920000,2023-04-06 08:00:00,-0.20,FREDERICTON CDA CS,1188.6,6,15,4,April
8048,-66.120000,44.270000,2023-04-06 08:00:00,,SAULNIERVILLE,1188.6,6,15,4,April
6609,-67.830000,47.160000,2023-04-06 09:00:00,,ST LEONARD CS,1273.29,6,15,4,April
7329,-66.610000,45.920000,2023-04-06 09:00:00,0.00,FREDERICTON CDA CS,1273.29,6,15,4,April
8049,-66.120000,44.270000,2023-04-06 09:00:00,,SAULNIERVILLE,1273.29,6,15,4,April
6610,-67.830000,47.160000,2023-04-06 10:00:00,,ST LEONARD CS,1281.0,6,15,4,April
7330,-66.610000,45.920000,2023-04-06 10:00:00,0.00,FREDERICTON CDA CS,1281.0,6,15,4,April
8050,-66.120000,44.270000,2023-04-06 10:00:00,,SAULNIERVILLE,1281.0,6,15,4,April
6611,-67.830000,47.160000,2023-04-06 11:00:00,,ST LEONARD CS,1298.79,6,15,4,April
7331,-66.610000,45.920000,2023-04-06 11:00:00,0.40,FREDERICTON CDA CS,1298.79,6,15,4,April
8051,-66.120000,44.270000,2023-04-06 11:00:00,,SAULNIERVILLE,1298.79,6,15,4,April
6612,-67.830000,47.160000,2023-04-06 12:00:00,,ST LEONARD CS,1266.07,6,15,4,April
7332,-66.610000,45.920000,2023-04-06 12:00:00,0.40,FREDERICTON CDA CS,1266.07,6,15,4,April
8052,-66.120000,44.270000,2023-04-06 12:00:00,,SAULNIERVILLE,1266.07,6,15,4,April
6613,-67.830000,47.160000,2023-04-06 13:00:00,,ST LEONARD CS,1220.37,6,15,4,April
7333,-66.610000,45.920000,2023-04-06 13:00:00,1.40,FREDERICTON CDA CS,1220.37,6,15,4,April
8053,-66.120000,44.270000,2023-04-06 13:00:00,,SAULNIERVILLE,1220.37,6,15,4,April
6614,-67.830000,47.160000,2023-04-06 14:00:00,,ST LEONARD CS,1205.44,6,15,4,April
7334,-66.610000,45.920000,2023-04-06 14:00:00,1.70,FREDERICTON CDA CS,1205.44,6,15,4,April
8054,-66.120000,44.270000,2023-04-06 14:00:00,,SAULNIERVILLE,1205.44,6,15,4,April
6615,-67.830000,47.160000,2023-04-06 15:00:00,,ST LEONARD CS,1186.67,6,15,4,April
7335,-66.610000,45.920000,2023-04-06 15:00:00,2.00,FREDERICTON CDA CS,1186.67,6,15,4,April
8055,-66.120000,44.270000,2023-04-06 15:00:00,,SAULNIERVILLE,1186.67,6,15,4,April
6616,-67.830000,47.160000,2023-04-06 16:00:00,,ST LEONARD CS,1163.57,6,15,4,April
7336,-66.610000,45.920000,2023-04-06 16:00:00,2.90,FREDERICTON CDA CS,1163.57,6,15,4,April
8056,-66.120000,44.270000,2023-04-06 16:00:00,,SAULNIERVILLE,1163.57,6,15,4,April
6617,-67.830000,47.160000,2023-04-06 17:00:00,,ST LEONARD CS,1092.8400000000001,6,15,4,April
7337,-66.610000,45.920000,2023-04-06 17:00:00,4.10,FREDERICTON CDA CS,1092.8400000000001,6,15,4,April
8057,-66.120000,44.270000,2023-04-06 17:00:00,,SAULNIERVILLE,1092.8400000000001,6,15,4,April
6618,-67.830000,47.160000,2023-04-06 18:00:00,,ST LEONARD CS,1062.53,6,15,4,April
7338,-66.610000,45.920000,2023-04-06 18:00:00,4.20,FREDERICTON CDA CS,1062.53,6,15,4,April
8058,-66.120000,44.270000,2023-04-06 18:00:00,,SAULNIERVILLE,1062.53,6,15,4,April
6619,-67.830000,47.160000,2023-04-06 19:00:00,,ST LEONARD CS,968.1999999999999,6,15,4,April
7339,-66.610000,45.920000,2023-04-06 19:00:00,3.40,FREDERICTON CDA CS,968.1999999999999,6,15,4,April
8059,-66.120000,44.270000,2023-04-06 19:00:00,,SAULNIERVILLE,968.1999999999999,6,15,4,April
6620,-67.830000,47.160000,2023-04-06 20:00:00,,ST LEONARD CS,964.35,6,15,4,April
7340,-66.610000,45.920000,2023-04-06 20:00:00,3.20,FREDERICTON CDA CS,964.35,6,15,4,April
8060,-66.120000,44.270000,2023-04-06 20:00:00,,SAULNIERVILLE,964.35,6,15,4,April
6621,-67.830000,47.160000,2023-04-06 21:00:00,,ST LEONARD CS,804.58,6,15,4,April
7341,-66.610000,45.920000,2023-04-06 21:00:00,2.70,FREDERICTON CDA CS,804.58,6,15,4,April
8061,-66.120000,44.270000,2023-04-06 21:00:00,,SAULNIERVILLE,804.58,6,15,4,April
6622,-67.830000,47.160000,2023-04-06 22:00:00,,ST LEONARD CS,733.37,6,15,4,April
7342,-66.610000,45.920000,2023-04-06 22:00:00,3.00,FREDERICTON CDA CS,733.37,6,15,4,April
8062,-66.120000,44.270000,2023-04-06 22:00:00,,SAULNIERVILLE,733.37,6,15,4,April
6623,-67.830000,47.160000,2023-04-06 23:00:00,,ST LEONARD CS,716.53,6,15,4,April
7343,-66.610000,45.920000,2023-04-06 23:00:00,2.30,FREDERICTON CDA CS,716.53,6,15,4,April
8063,-66.120000,44.270000,2023-04-06 23:00:00,,SAULNIERVILLE,716.53,6,15,4,April
6624,-67.830000,47.160000,2023-04-07 00:00:00,,ST LEONARD CS,667.44,7,15,4,April
7344,-66.610000,45.920000,2023-04-07 00:00:00,2.40,FREDERICTON CDA CS,667.44,7,15,4,April
8064,-66.120000,44.270000,2023-04-07 00:00:00,,SAULNIERVILLE,667.44,7,15,4,April
6625,-67.830000,47.160000,2023-04-07 01:00:00,,ST LEONARD CS,618.36,7,15,4,April
7345,-66.610000,45.920000,2023-04-07 01:00:00,2.30,FREDERICTON CDA CS,618.36,7,15,4,April
8065,-66.120000,44.270000,2023-04-07 01:00:00,,SAULNIERVILLE,618.36,7,15,4,April
6626,-67.830000,47.160000,2023-04-07 02:00:00,,ST LEONARD CS,616.44,7,15,4,April
7346,-66.610000,45.920000,2023-04-07 02:00:00,3.90,FREDERICTON CDA CS,616.44,7,15,4,April
8066,-66.120000,44.270000,2023-04-07 02:00:00,,SAULNIERVILLE,616.44,7,15,4,April
6627,-67.830000,47.160000,2023-04-07 03:00:00,,ST LEONARD CS,608.25,7,15,4,April
7347,-66.610000,45.920000,2023-04-07 03:00:00,4.50,FREDERICTON CDA CS,608.25,7,15,4,April
8067,-66.120000,44.270000,2023-04-07 03:00:00,,SAULNIERVILLE,608.25,7,15,4,April
6628,-67.830000,47.160000,2023-04-07 04:00:00,,ST LEONARD CS,611.62,7,15,4,April
7348,-66.610000,45.920000,2023-04-07 04:00:00,5.30,FREDERICTON CDA CS,611.62,7,15,4,April
8068,-66.120000,44.270000,2023-04-07 04:00:00,,SAULNIERVILLE,611.62,7,15,4,April
6629,-67.830000,47.160000,2023-04-07 05:00:00,,ST LEONARD CS,612.5799999999999,7,15,4,April
7349,-66.610000,45.920000,2023-04-07 05:00:00,4.10,FREDERICTON CDA CS,612.5799999999999,7,15,4,April
8069,-66.120000,44.270000,2023-04-07 05:00:00,,SAULNIERVILLE,612.5799999999999,7,15,4,April
6630,-67.830000,47.160000,2023-04-07 06:00:00,,ST LEONARD CS,602.0,7,15,4,April
