,longitude,latitude,Date,Temperature,station_name,EnergyConsumption,DayNumber,WeekNumber,MonthNumber,MonthName,month,month_year,v1,v2
1970-01-01 00:00:00.000001174,-66.610000,45.920000,2023-01-18 19:00:00,-0.60,FREDERICTON CDA CS,0.0,18.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001175,-66.610000,45.920000,2023-01-18 20:00:00,-0.40,FREDERICTON CDA CS,0.0,18.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001176,-66.610000,45.920000,2023-01-18 21:00:00,-0.40,FREDERICTON CDA CS,0.0,18.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001177,-66.610000,45.920000,2023-01-18 22:00:00,-0.50,FREDERICTON CDA CS,0.0,18.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001178,-66.610000,45.920000,2023-01-18 23:00:00,-0.40,FREDERICTON CDA CS,0.0,18.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001179,-66.610000,45.920000,2023-01-19 00:00:00,0.30,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001180,-66.610000,45.920000,2023-01-19 01:00:00,0.40,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001181,-66.610000,45.920000,2023-01-19 02:00:00,0.50,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001182,-66.610000,45.920000,2023-01-19 03:00:00,0.60,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001183,-66.610000,45.920000,2023-01-19 04:00:00,0.70,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001184,-66.610000,45.920000,2023-01-19 05:00:00,0.60,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001185,-66.610000,45.920000,2023-01-19 06:00:00,0.40,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001186,-66.610000,45.920000,2023-01-19 07:00:00,-0.20,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001187,-66.610000,45.920000,2023-01-19 08:00:00,-0.40,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001188,-66.610000,45.920000,2023-01-19 09:00:00,-0.50,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001189,-66.610000,45.920000,2023-01-19 10:00:00,-0.60,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001190,-66.610000,45.920000,2023-01-19 11:00:00,-0.40,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001191,-66.610000,45.920000,2023-01-19 12:00:00,-0.40,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001192,-66.610000,45.920000,2023-01-19 13:00:00,-0.20,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001193,-66.610000,45.920000,2023-01-19 14:00:00,-0.40,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001194,-66.610000,45.920000,2023-01-19 15:00:00,-0.40,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001195,-66.610000,45.920000,2023-01-19 16:00:00,-0.70,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001196,-66.610000,45.920000,2023-01-19 17:00:00,-1.10,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001197,-66.610000,45.920000,2023-01-19 18:00:00,-1.20,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001198,-66.610000,45.920000,2023-01-19 19:00:00,-1.20,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001199,-66.610000,45.920000,2023-01-19 20:00:00,-1.10,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001200,-66.610000,45.920000,2023-01-19 21:00:00,-1.40,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001201,-66.610000,45.920000,2023-01-19 22:00:00,-1.50,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001202,-66.610000,45.920000,2023-01-19 23:00:00,-1.70,FREDERICTON CDA CS,0.0,19.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001203,-66.610000,45.920000,2023-01-20 00:00:00,-1.90,FREDERICTON CDA CS,0.0,20.0,4.0,1.0,January,January,January 2023,,
2023-01-01 00:00:00.000000000,,,,,,,,,,,,,35.91,2.0
2023-01-01 01:00:00.000000000,,,,,,,,,,,,,41.4,4.0
2023-01-01 02:00:00.000000000,,,,,,,,,,,,,34.989999999999995,2.0
2023-01-01 03:00:00.000000000,,,,,,,,,,,,,29.41,3.0
2023-01-01 04:00:00.000000000,,,,,,,,,,,,,30.21,4.0
2023-01-01 05:00:00.000000000,,,,,,,,,,,,,35.77,3.0
2023-01-01 06:00:00.000000000,,,,,,,,,,,,,27.42,2.0
2023-01-01 07:00:00.000000000,,,,,,,,,,,,,28.43,4.0
2023-01-01 08:00:00.000000000,,,,,,,,,,,,,30.89,0.0
2023-01-01 09:00:00.000000000,,,,,,,,,,,,,25.18,0.0
2023-01-01 10:00:00.000000000,,,,,,,,,,,,,26.93,3.0
2023-01-01 11:00:00.000000000,,,,,,,,,,,,,29.48,4.0
2023-01-01 12:00:00.000000000,,,,,,,,,,,,,32.96,3.0
2023-01-01 13:00:00.000000000,,,,,,,,,,,,,30.64,4.0
2023-01-01 14:00:00.000000000,,,,,,,,,,,,,24.6,3.0
2023-01-01 15:00:00.000000000,,,,,,,,,,,,,18.6,3.0
2023-01-01 16:00:00.000000000,,,,,,,,,,,,,17.62,4.0
2023-01-01 17:00:00.000000000,,,,,,,,,,,,,20.73,0.0
2023-01-01 18:00:00.000000000,,,,,,,,,,,,,26.52,1.0
2023-01-01 19:00:00.000000000,,,,,,,,,,,,,25.58,4.0
2023-01-01 20:00:00.000000000,,,,,,,,,,,,,30.52,1.0
2023-01-01 21:00:00.000000000,,,,,,,,,,,,,32.08,4.0
2023-01-01 22:00:00.000000000,,,,,,,,,,,,,38.32,2.0
2023-01-01 23:00:00.000000000,,,,,,,,,,,,,45.8,0.0
2023-01-02 00:00:00.000000000,,,,,,,,,,,,,52.65,3.0
2023-01-02 01:00:00.000000000,,,,,,,,,,,,,56.19,4.0
2023-01-02 02:00:00.000000000,,,,,,,,,,,,,56.08,3.0
2023-01-02 03:00:00.000000000,,,,,,,,,,,,,54.06,0.0
2023-01-02 04:00:00.000000000,,,,,,,,,,,,,51.16,4.0
2023-01-02 05:00:00.000000000,,,,,,,,,,,,,49.65,1.0
2023-01-02 06:00:00.000000000,,,,,,,,,,,,,54.980000000000004,4.0
2023-01-02 07:00:00.000000000,,,,,,,,,,,,,57.34,1.0
2023-01-02 08:00:00.000000000,,,,,,,,,,,,,56.96,2.0
2023-01-02 09:00:00.000000000,,,,,,,,,,,,,53.04,3.0
2023-01-02 10:00:00.000000000,,,,,,,,,,,,,51.63,1.0
2023-01-02 11:00:00.000000000,,,,,,,,,,,,,55.129999999999995,3.0
2023-01-02 12:00:00.000000000,,,,,,,,,,,,,54.95,4.0
2023-01-02 13:00:00.000000000,,,,,,,,,,,,,48.79,3.0
2023-01-02 14:00:00.000000000,,,,,,,,,,,,,36.6,4.0
2023-01-02 15:00:00.000000000,,,,,,,,,,,,,27.41,3.0
2023-01-02 16:00:00.000000000,,,,,,,,,,,,,18.96,3.0
2023-01-02 17:00:00.000000000,,,,,,,,,,,,,10.6,1.0
2023-01-02 18:00:00.000000000,,,,,,,,,,,,,4.17,4.0
2023-01-02 19:00:00.000000000,,,,,,,,,,,,,0.3,2.0
2023-01-02 20:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-02 21:00:00.000000000,,,,,,,,,,,,,0.0,2.0
2023-01-02 22:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-02 23:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-03 00:00:00.000000000,,,,,,,,,,,,,1.94,4.0
2023-01-03 01:00:00.000000000,,,,,,,,,,,,,6.119999999999999,2.0
2023-01-03 02:00:00.000000000,,,,,,,,,,,,,6.75,4.0
2023-01-03 03:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-03 04:00:00.000000000,,,,,,,,,,,,,2.6,4.0
2023-01-03 05:00:00.000000000,,,,,,,,,,,,,4.49,4.0
2023-01-03 06:00:00.000000000,,,,,,,,,,,,,10.379999999999999,1.0
2023-01-03 07:00:00.000000000,,,,,,,,,,,,,13.629999999999999,4.0
2023-01-03 08:00:00.000000000,,,,,,,,,,,,,8.21,1.0
2023-01-03 09:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-03 10:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-03 11:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-03 12:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-03 13:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-03 14:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-03 15:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-03 16:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-03 17:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-03 18:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-03 19:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-03 20:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-03 21:00:00.000000000,,,,,,,,,,,,,1.18,4.0
2023-01-03 22:00:00.000000000,,,,,,,,,,,,,13.870000000000001,1.0
2023-01-03 23:00:00.000000000,,,,,,,,,,,,,22.73,2.0
2023-01-04 00:00:00.000000000,,,,,,,,,,,,,29.56,4.0
2023-01-04 01:00:00.000000000,,,,,,,,,,,,,36.589999999999996,0.0
2023-01-04 02:00:00.000000000,,,,,,,,,,,,,42.61,1.0
2023-01-04 03:00:00.000000000,,,,,,,,,,,,,38.26,4.0
2023-01-04 04:00:00.000000000,,,,,,,,,,,,,39.3,1.0
2023-01-04 05:00:00.000000000,,,,,,,,,,,,,42.66,0.0
2023-01-04 06:00:00.000000000,,,,,,,,,,,,,42.69,4.0
2023-01-04 07:00:00.000000000,,,,,,,,,,,,,39.81,0.0
2023-01-04 08:00:00.000000000,,,,,,,,,,,,,32.93,3.0
2023-01-04 09:00:00.000000000,,,,,,,,,,,,,23.45,4.0
2023-01-04 10:00:00.000000000,,,,,,,,,,,,,24.77,3.0
2023-01-04 11:00:00.000000000,,,,,,,,,,,,,26.71,4.0
2023-01-04 12:00:00.000000000,,,,,,,,,,,,,25.43,3.0
2023-01-04 13:00:00.000000000,,,,,,,,,,,,,26.35,3.0
2023-01-04 14:00:00.000000000,,,,,,,,,,,,,25.97,0.0
2023-01-04 15:00:00.000000000,,,,,,,,,,,,,22.130000000000003,4.0
2023-01-04 16:00:00.000000000,,,,,,,,,,,,,18.02,1.0
2023-01-04 17:00:00.000000000,,,,,,,,,,,,,16.06,4.0
2023-01-04 18:00:00.000000000,,,,,,,,,,,,,15.8,1.0
2023-01-04 19:00:00.000000000,,,,,,,,,,,,,16.68,4.0
2023-01-04 20:00:00.000000000,,,,,,,,,,,,,13.47,1.0
2023-01-04 21:00:00.000000000,,,,,,,,,,,,,9.51,4.0
2023-01-04 22:00:00.000000000,,,,,,,,,,,,,14.489999999999998,0.0
2023-01-04 23:00:00.000000000,,,,,,,,,,,,,20.4,2.0
2023-01-05 00:00:00.000000000,,,,,,,,,,,,,24.95,4.0
2023-01-05 01:00:00.000000000,,,,,,,,,,,,,25.42,4.0
2023-01-05 02:00:00.000000000,,,,,,,,,,,,,22.75,4.0
2023-01-05 03:00:00.000000000,,,,,,,,,,,,,16.22,3.0
2023-01-05 04:00:00.000000000,,,,,,,,,,,,,15.870000000000001,4.0
2023-01-05 05:00:00.000000000,,,,,,,,,,,,,16.85,4.0
2023-01-05 06:00:00.000000000,,,,,,,,,,,,,19.65,2.0
2023-01-05 07:00:00.000000000,,,,,,,,,,,,,22.21,2.0
2023-01-05 08:00:00.000000000,,,,,,,,,,,,,20.31,4.0
2023-01-05 09:00:00.000000000,,,,,,,,,,,,,15.23,1.0
2023-01-05 10:00:00.000000000,,,,,,,,,,,,,12.68,4.0
2023-01-05 11:00:00.000000000,,,,,,,,,,,,,9.33,3.0
2023-01-05 12:00:00.000000000,,,,,,,,,,,,,9.940000000000001,4.0
2023-01-05 13:00:00.000000000,,,,,,,,,,,,,13.11,2.0
2023-01-05 14:00:00.000000000,,,,,,,,,,,,,8.09,3.0
2023-01-05 15:00:00.000000000,,,,,,,,,,,,,0.32,4.0
2023-01-05 16:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-05 17:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-05 18:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-05 19:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-05 20:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-05 21:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-05 22:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-05 23:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-06 00:00:00.000000000,,,,,,,,,,,,,0.09,3.0
2023-01-06 01:00:00.000000000,,,,,,,,,,,,,1.25,4.0
2023-01-06 02:00:00.000000000,,,,,,,,,,,,,0.18,1.0
2023-01-06 03:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-06 04:00:00.000000000,,,,,,,,,,,,,0.0,2.0
2023-01-06 05:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-06 06:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-06 07:00:00.000000000,,,,,,,,,,,,,0.0,2.0
2023-01-06 08:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-06 09:00:00.000000000,,,,,,,,,,,,,0.0,2.0
2023-01-06 10:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-06 11:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-06 12:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-06 13:00:00.000000000,,,,,,,,,,,,,0.0,2.0
2023-01-06 14:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-06 15:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-06 16:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-06 17:00:00.000000000,,,,,,,,,,,,,5.83,2.0
2023-01-06 18:00:00.000000000,,,,,,,,,,,,,16.2,3.0
2023-01-06 19:00:00.000000000,,,,,,,,,,,,,20.54,1.0
2023-01-06 20:00:00.000000000,,,,,,,,,,,,,21.91,4.0
2023-01-06 21:00:00.000000000,,,,,,,,,,,,,17.060000000000002,4.0
2023-01-06 22:00:00.000000000,,,,,,,,,,,,,16.880000000000003,1.0
2023-01-06 23:00:00.000000000,,,,,,,,,,,,,21.54,2.0
2023-01-07 00:00:00.000000000,,,,,,,,,,,,,28.009999999999998,4.0
2023-01-07 01:00:00.000000000,,,,,,,,,,,,,32.53,2.0
2023-01-07 02:00:00.000000000,,,,,,,,,,,,,27.32,1.0
2023-01-07 03:00:00.000000000,,,,,,,,,,,,,15.42,4.0
2023-01-07 04:00:00.000000000,,,,,,,,,,,,,10.21,1.0
2023-01-07 05:00:00.000000000,,,,,,,,,,,,,9.67,0.0
2023-01-07 06:00:00.000000000,,,,,,,,,,,,,7.51,4.0
2023-01-07 07:00:00.000000000,,,,,,,,,,,,,6.05,2.0
2023-01-07 08:00:00.000000000,,,,,,,,,,,,,3.37,3.0
2023-01-07 09:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-07 10:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-07 11:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-07 12:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-07 13:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-07 14:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-07 15:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-07 16:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-07 17:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-07 18:00:00.000000000,,,,,,,,,,,,,0.22,3.0
2023-01-07 19:00:00.000000000,,,,,,,,,,,,,1.21,4.0
2023-01-07 20:00:00.000000000,,,,,,,,,,,,,0.28,3.0
2023-01-07 21:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-07 22:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-07 23:00:00.000000000,,,,,,,,,,,,,3.5700000000000003,3.0
2023-01-08 00:00:00.000000000,,,,,,,,,,,,,5.9399999999999995,2.0
2023-01-08 01:00:00.000000000,,,,,,,,,,,,,5.21,4.0
2023-01-08 02:00:00.000000000,,,,,,,,,,,,,4.26,1.0
2023-01-08 03:00:00.000000000,,,,,,,,,,,,,3.32,3.0
2023-01-08 04:00:00.000000000,,,,,,,,,,,,,6.46,0.0
2023-01-08 05:00:00.000000000,,,,,,,,,,,,,12.26,3.0
2023-01-08 06:00:00.000000000,,,,,,,,,,,,,20.53,3.0
2023-01-08 07:00:00.000000000,,,,,,,,,,,,,24.21,4.0
2023-01-08 08:00:00.000000000,,,,,,,,,,,,,30.41,0.0
2023-01-08 09:00:00.000000000,,,,,,,,,,,,,26.68,2.0
2023-01-08 10:00:00.000000000,,,,,,,,,,,,,28.05,3.0
2023-01-08 11:00:00.000000000,,,,,,,,,,,,,37.09,4.0
2023-01-08 12:00:00.000000000,,,,,,,,,,,,,37.31,1.0
2023-01-08 13:00:00.000000000,,,,,,,,,,,,,27.42,2.0
2023-01-08 14:00:00.000000000,,,,,,,,,,,,,16.06,3.0
2023-01-08 15:00:00.000000000,,,,,,,,,,,,,5.9399999999999995,1.0
2023-01-08 16:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-08 17:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-08 18:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-08 19:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-08 20:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-08 21:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-08 22:00:00.000000000,,,,,,,,,,,,,9.16,2.0
2023-01-08 23:00:00.000000000,,,,,,,,,,,,,22.58,2.0
2023-01-09 00:00:00.000000000,,,,,,,,,,,,,25.169999999999998,4.0
2023-01-09 01:00:00.000000000,,,,,,,,,,,,,35.06,0.0
2023-01-09 02:00:00.000000000,,,,,,,,,,,,,41.519999999999996,3.0
2023-01-09 03:00:00.000000000,,,,,,,,,,,,,38.690000000000005,4.0
2023-01-09 04:00:00.000000000,,,,,,,,,,,,,35.05,0.0
2023-01-09 05:00:00.000000000,,,,,,,,,,,,,30.02,4.0
2023-01-09 06:00:00.000000000,,,,,,,,,,,,,29.58,4.0
2023-01-09 07:00:00.000000000,,,,,,,,,,,,,31.87,0.0
2023-01-09 08:00:00.000000000,,,,,,,,,,,,,27.169999999999998,1.0
2023-01-09 09:00:00.000000000,,,,,,,,,,,,,17.15,4.0
2023-01-09 10:00:00.000000000,,,,,,,,,,,,,12.94,3.0
2023-01-09 11:00:00.000000000,,,,,,,,,,,,,6.0200000000000005,2.0
2023-01-09 12:00:00.000000000,,,,,,,,,,,,,0.79,4.0
2023-01-09 13:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-09 14:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-09 15:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-09 16:00:00.000000000,,,,,,,,,,,,,0.63,4.0
2023-01-09 17:00:00.000000000,,,,,,,,,,,,,20.009999999999998,4.0
2023-01-09 18:00:00.000000000,,,,,,,,,,,,,30.5,1.0
2023-01-09 19:00:00.000000000,,,,,,,,,,,,,40.25,4.0
2023-01-09 20:00:00.000000000,,,,,,,,,,,,,32.38,4.0
2023-01-09 21:00:00.000000000,,,,,,,,,,,,,23.71,0.0
2023-01-09 22:00:00.000000000,,,,,,,,,,,,,22.4,1.0
2023-01-09 23:00:00.000000000,,,,,,,,,,,,,21.439999999999998,4.0
2023-01-10 00:00:00.000000000,,,,,,,,,,,,,22.97,4.0
2023-01-10 01:00:00.000000000,,,,,,,,,,,,,25.33,4.0
2023-01-10 02:00:00.000000000,,,,,,,,,,,,,24.48,4.0
2023-01-10 03:00:00.000000000,,,,,,,,,,,,,18.18,0.0
2023-01-10 04:00:00.000000000,,,,,,,,,,,,,18.68,2.0
2023-01-10 05:00:00.000000000,,,,,,,,,,,,,23.86,3.0
2023-01-10 06:00:00.000000000,,,,,,,,,,,,,23.97,3.0
2023-01-10 07:00:00.000000000,,,,,,,,,,,,,22.16,3.0
2023-01-10 08:00:00.000000000,,,,,,,,,,,,,17.55,0.0
2023-01-10 09:00:00.000000000,,,,,,,,,,,,,13.03,4.0
2023-01-10 10:00:00.000000000,,,,,,,,,,,,,17.560000000000002,4.0
2023-01-10 11:00:00.000000000,,,,,,,,,,,,,24.98,3.0
2023-01-10 12:00:00.000000000,,,,,,,,,,,,,28.369999999999997,3.0
2023-01-10 13:00:00.000000000,,,,,,,,,,,,,29.490000000000002,4.0
2023-01-10 14:00:00.000000000,,,,,,,,,,,,,25.240000000000002,1.0
2023-01-10 15:00:00.000000000,,,,,,,,,,,,,21.91,4.0
2023-01-10 16:00:00.000000000,,,,,,,,,,,,,22.619999999999997,3.0
2023-01-10 17:00:00.000000000,,,,,,,,,,,,,24.02,0.0
2023-01-10 18:00:00.000000000,,,,,,,,,,,,,26.439999999999998,3.0
2023-01-10 19:00:00.000000000,,,,,,,,,,,,,26.509999999999998,1.0
2023-01-10 20:00:00.000000000,,,,,,,,,,,,,22.6,0.0
2023-01-10 21:00:00.000000000,,,,,,,,,,,,,17.740000000000002,4.0
2023-01-10 22:00:00.000000000,,,,,,,,,,,,,14.629999999999999,2.0
2023-01-10 23:00:00.000000000,,,,,,,,,,,,,10.71,0.0
2023-01-11 00:00:00.000000000,,,,,,,,,,,,,12.61,3.0
2023-01-11 01:00:00.000000000,,,,,,,,,,,,,19.77,4.0
2023-01-11 02:00:00.000000000,,,,,,,,,,,,,17.61,1.0
2023-01-11 03:00:00.000000000,,,,,,,,,,,,,12.41,2.0
2023-01-11 04:00:00.000000000,,,,,,,,,,,,,10.6,3.0
2023-01-11 05:00:00.000000000,,,,,,,,,,,,,11.86,2.0
2023-01-11 06:00:00.000000000,,,,,,,,,,,,,11.87,4.0
2023-01-11 07:00:00.000000000,,,,,,,,,,,,,10.79,2.0
2023-01-11 08:00:00.000000000,,,,,,,,,,,,,9.09,2.0
2023-01-11 09:00:00.000000000,,,,,,,,,,,,,1.71,3.0
2023-01-11 10:00:00.000000000,,,,,,,,,,,,,2.15,3.0
2023-01-11 11:00:00.000000000,,,,,,,,,,,,,11.19,2.0
2023-01-11 12:00:00.000000000,,,,,,,,,,,,,14.879999999999999,3.0
2023-01-11 13:00:00.000000000,,,,,,,,,,,,,22.240000000000002,4.0
2023-01-11 14:00:00.000000000,,,,,,,,,,,,,23.26,2.0
2023-01-11 15:00:00.000000000,,,,,,,,,,,,,13.91,4.0
2023-01-11 16:00:00.000000000,,,,,,,,,,,,,18.76,1.0
2023-01-11 17:00:00.000000000,,,,,,,,,,,,,28.75,3.0
2023-01-11 18:00:00.000000000,,,,,,,,,,,,,30.1,4.0
2023-01-11 19:00:00.000000000,,,,,,,,,,,,,29.9,0.0
2023-01-11 20:00:00.000000000,,,,,,,,,,,,,24.65,0.0
2023-01-11 21:00:00.000000000,,,,,,,,,,,,,15.530000000000001,4.0
2023-01-11 22:00:00.000000000,,,,,,,,,,,,,11.42,2.0
2023-01-11 23:00:00.000000000,,,,,,,,,,,,,9.1,1.0
2023-01-12 00:00:00.000000000,,,,,,,,,,,,,10.08,4.0
2023-01-12 01:00:00.000000000,,,,,,,,,,,,,3.54,2.0
2023-01-12 02:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-12 03:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-12 04:00:00.000000000,,,,,,,,,,,,,0.0,2.0
2023-01-12 05:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-12 06:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-12 07:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-12 08:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-12 09:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-12 10:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-12 11:00:00.000000000,,,,,,,,,,,,,0.0,0.0
2023-01-12 12:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-12 13:00:00.000000000,,,,,,,,,,,,,0.0,2.0
2023-01-12 14:00:00.000000000,,,,,,,,,,,,,1.63,4.0
2023-01-12 15:00:00.000000000,,,,,,,,,,,,,1.65,0.0
2023-01-12 16:00:00.000000000,,,,,,,,,,,,,9.29,3.0
2023-01-12 17:00:00.000000000,,,,,,,,,,,,,19.58,3.0
2023-01-12 18:00:00.000000000,,,,,,,,,,,,,19.21,0.0
2023-01-12 19:00:00.000000000,,,,,,,,,,,,,15.08,4.0
2023-01-12 20:00:00.000000000,,,,,,,,,,,,,6.4399999999999995,4.0
2023-01-12 21:00:00.000000000,,,,,,,,,,,,,2.7,1.0
2023-01-12 22:00:00.000000000,,,,,,,,,,,,,4.47,3.0
2023-01-12 23:00:00.000000000,,,,,,,,,,,,,5.04,4.0
2023-01-13 00:00:00.000000000,,,,,,,,,,,,,4.85,4.0
2023-01-13 01:00:00.000000000,,,,,,,,,,,,,10.09,2.0
2023-01-13 02:00:00.000000000,,,,,,,,,,,,,4.27,3.0
2023-01-13 03:00:00.000000000,,,,,,,,,,,,,0.0,2.0
2023-01-13 04:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-13 05:00:00.000000000,,,,,,,,,,,,,0.45999999999999996,2.0
2023-01-13 06:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-13 07:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-13 08:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-13 09:00:00.000000000,,,,,,,,,,,,,0.0,3.0
2023-01-13 10:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-13 11:00:00.000000000,,,,,,,,,,,,,0.0,4.0
2023-01-13 12:00:00.000000000,,,,,,,,,,,,,0.0,1.0
2023-01-13 13:00:00.000000000,,,,,,,,,,,,,0.0,2.0
